,presentation_code,name,type,per_item_delta,delta,cost
920,0206020A0AAADAD,Amlodipine 10mg/5ml oral solution,generic,78.2260874358974,1627.49988,2150.83766
921,0206020A0AAADAD,Amlodipine 10mg/5ml oral suspension,generic,78.2260874358974,1627.49988,2150.83766
926,0206020B0AAAAAA,Trimetazidine 20mg tablets,generic,102.05013125,1277.60871,2661.23169
927,0206020B0AAABAB,Trimetazidine 35mg modified-release tablets,generic,16.4727222598584,190.36925,8132.38896
928,0206020C0AAACAC,Diltiazem 90mg modified-release capsules,generic,0.121154038951766,-419.306250000009,19080.90619
929,0206020C0AAARAR,Diltiazem 60mg/5ml oral solution,generic,58.6096033333333,-151.35641,163.59261
930,0206020C0AAAUAU,Diltiazem 120mg modified-release capsules,generic,0.222544976985462,-3808.6629700001,42615.13504
931,0206020C0AAAVAV,Diltiazem 180mg modified-release capsules,generic,0.101991022351328,-4197.51251000007,42962.7971599999
983,0206020F0AAAEAE,Felodipine 2.5mg modified-release tablets,generic,-2.41025105434782,-348.64436,846.00842
1005,0206020I0AAAAAA,Isradipine 2.5mg tablets,generic,80.2438541666667,371.0566,2591.3265
1015,0206020R0AAARAR,Nifedipine 20mg modified-release tablets,generic,0.087885719406259,-4482.00646,42362.72646
1016,0206020R0AAASAS,Nifedipine 20mg/ml oral drops,generic,-217.371261555556,-2343.60062,1528.99204
1071,0206030Y0AAACAC,Ivabradine 2.5mg tablets,generic,0.32862989340439,3162.34051,6045.16601
1086,0207030A0AAABAB,"Adrenaline (base) 1mg/10ml (1 in 10,000) dilute solution for injection pre-filled syringes",generic,12.761955,25.52391,63.79351
1087,0207030A0AAADAD,"Adrenaline (base) 100micrograms/1ml (1 in 10,000) dilute solution for injection ampoules",generic,2.29562267857143,45.06077,231.93129
1088,0208010ABAAAAAA,Fondaparinux sodium 2.5mg/0.5ml solution for injection pre-filled syringes,generic,2.49206292016804,-639.95912,3381.88321
1089,0208010ABAAABAB,Fondaparinux sodium 5mg/0.4ml solution for injection pre-filled syringes,generic,105.445927916667,2113.13972,3808.71689
1090,0208010ABAAACAC,Fondaparinux sodium 7.5mg/0.6ml solution for injection pre-filled syringes,generic,34.5192372679245,1136.70702,11546.87592
1091,0208010ABAAADAD,Fondaparinux sodium 10mg/0.8ml solution for injection pre-filled syringes,generic,-34.4389558730158,969.81034,3583.33064
1113,0208010K0AAA2A2,"Heparin sodium 10,000units/10ml solution for injection ampoules",generic,0.0257500000000022,0.0257500000000022,59.96613
1114,0208010K0AAA4A4,"Heparin sodium 5,000units/5ml solution for injection vials",generic,-53.4011425,98.82077,202.96255
1115,0208010K0AAA7A7,"Heparin sodium 1,000units/1ml solution for injection ampoules",generic,11.8208347619048,137.90803,179.27967
1116,0208010K0AAA9A9,"Heparin sodium 5,000units/1ml solution for injection ampoules",generic,-0.982937857142844,253.57741,868.19325
1117,0208010K0AAALAL,"Heparin sodium 5,000units/0.2ml solution for injection ampoules",generic,79.074916,273.9683,485.62512
1131,0208010N0AAABAB,"Heparin calcium 5,000units/0.2ml solution for injection ampoules",generic,50.8062783333333,103.59994,298.87552
1132,0208010P0AAABAB,Heparin sodium 200units/2ml I.V. flush solution ampoules,generic,-3.22620795663954,-1295.17332,5373.4946
1133,0208010P0AAADAD,Heparin sodium 50units/5ml I.V. flush solution ampoules,generic,-2.72783313848424,-1902.53479,8311.72356
1144,0208020I0AAAEAE,Pentosan polysulfate sodium 100mg capsules,generic,-129.396767547893,-2763.76475,10584.24562
1146,0208020V0AAAIAI,Warfarin 5mg/5ml oral suspension,generic,-140.126608285714,-1120.96089,350.18658
1147,0208020V0AAAIAI,Warfarin 5mg/5ml oral solution,generic,-140.126608285714,-1120.96089,350.18658
1148,0208020V0AAAIAI,Warfarin 5mg/5ml oral suspension,generic,-140.126608285714,-1120.96089,350.18658
1149,0208020V0AAAIAI,Warfarin 5mg/5ml oral solution,generic,-140.126608285714,-1120.96089,350.18658
1150,0208020V0AAANAN,Warfarin 1mg/5ml oral suspension,generic,0.711859999999888,1.42371999999978,3314.58704
1151,0208020V0AAANAN,Warfarin 1mg/5ml oral solution,generic,0.711859999999888,1.42371999999978,3314.58704
1152,0208020V0AAANAN,Warfarin 1mg/5ml oral suspension,generic,0.711859999999888,1.42371999999978,3314.58704
1153,0208020V0AAANAN,Warfarin 1mg/5ml oral solution,generic,0.711859999999888,1.42371999999978,3314.58704
1178,0209000C0AAAJAJ,Clopidogrel 75mg/5ml oral solution,generic,-0.0829928406512082,-1379.50075999999,15615.78705
1179,0209000C0AAAKAK,Clopidogrel 75mg/5ml oral suspension,generic,1.88864596728307,171.66055,3867.66467
1180,0209000C0AAALAL,Clopidogrel 1mg/ml oral suspension,generic,0.317054758497335,308.134090000001,3179.51626
1187,0209000U0AAABAB,Ticlopidine 250mg tablets,generic,0.0652100000000075,151.89727,303.66412
1194,0211000P0AAAAAA,Tranexamic acid 500mg/5ml solution for injection ampoules,generic,6.71544303453947,540.55505,1442.51243
1217,0212000B0AAAFAF,Atorvastatin 20mg/5ml oral solution,generic,-23.5714336538462,-379.79053,880.34271
1218,0212000B0AAAGAG,Atorvastatin 40mg/5ml oral solution,generic,-30.73601,-499.80847,438.33645
1219,0212000B0AAAGAG,Atorvastatin 40mg/5ml oral suspension,generic,-30.73601,-499.80847,438.33645
1220,0212000B0AAAGAG,Atorvastatin 40mg/5ml oral solution,generic,-30.73601,-499.80847,438.33645
1221,0212000B0AAAGAG,Atorvastatin 40mg/5ml oral suspension,generic,-30.73601,-499.80847,438.33645
1222,0212000B0AAAHAH,Atorvastatin 10mg/5ml oral suspension,generic,-257.775937333334,-5908.94393,6344.88529
1223,0212000B0AAAHAH,Atorvastatin 10mg/5ml oral solution,generic,-257.775937333334,-5908.94393,6344.88529
1224,0212000B0AAAHAH,Atorvastatin 10mg/5ml oral suspension,generic,-257.775937333334,-5908.94393,6344.88529
1225,0212000B0AAAHAH,Atorvastatin 10mg/5ml oral solution,generic,-257.775937333334,-5908.94393,6344.88529
1226,0212000B0AAAQAQ,Atorvastatin 20mg/5ml oral suspension,generic,2.82627771586836,691.91095,7079.60752
1251,0212000U0AAAVAV,Nicotinic acid 500mg modified-release tablets,generic,0.55036999999993,-1280.22655,1281.32729
1252,0212000X0AAAKAK,Pravastatin 5mg/5ml oral suspension,generic,0.0932799999999929,0.0932799999999929,217.16019
1253,0212000X0AAAKAK,Pravastatin 5mg/5ml oral solution,generic,0.0932799999999929,0.0932799999999929,217.16019
1254,0212000X0AAAKAK,Pravastatin 5mg/5ml oral suspension,generic,0.0932799999999929,0.0932799999999929,217.16019
1255,0212000X0AAAKAK,Pravastatin 5mg/5ml oral solution,generic,0.0932799999999929,0.0932799999999929,217.16019
1272,0301011R0AAAAAA,Salbutamol 100micrograms/dose inhaler,generic,0.0286450000000003,1.91605,3.77481
1273,0301011R0AAAFAF,Salbutamol 95micrograms/dose dry powder inhaler,generic,0.776541666666667,8.35457,24.09978
1327,0301030S0AAAGAG,Theophylline 60mg/5ml oral suspension,generic,-33.1784,-66.3568,1039.14852
1328,0301030S0AAAGAG,Theophylline 60mg/5ml oral solution,generic,-33.1784,-66.3568,1039.14852
1329,0301030S0AAAGAG,Theophylline 60mg/5ml oral suspension,generic,-33.1784,-66.3568,1039.14852
1330,0301030S0AAAGAG,Theophylline 60mg/5ml oral solution,generic,-33.1784,-66.3568,1039.14852
1348,0302000C0AAARAR,Beclometasone 200micrograms/dose inhaler,generic,0.5817,-13.85832,15.02172
1349,0302000C0AAATAT,Beclometasone 100micrograms/dose breath actuated inhaler,generic,7.93731333333333,-40.0744,31.94317
1435,0304010AFAAAAAA,Bilastine 20mg tablets,generic,3.66796793877552,-169.48902,994.57581
1465,0304010J0AAAEAE,Hydroxyzine 10mg/5ml oral solution,generic,13.1121444816054,3456.517,7557.93598
1466,0304010J0AAAFAF,Hydroxyzine 5mg/5ml oral suspension,generic,-24.538685,-421.39881,372.32144
1467,0304010J0AAAFAF,Hydroxyzine 5mg/5ml oral solution,generic,-24.538685,-421.39881,372.32144
1468,0304010J0AAAFAF,Hydroxyzine 5mg/5ml oral suspension,generic,-24.538685,-421.39881,372.32144
1469,0304010J0AAAFAF,Hydroxyzine 5mg/5ml oral solution,generic,-24.538685,-421.39881,372.32144
1481,0304030C0AAAXAX,"Adrenaline (base) 5mg/5ml (1 in 1,000) solution for injection ampoules",generic,39.515755,394.8895,473.83166
1482,0304030C0AAAYAY,"Adrenaline (base) for anaphylaxis 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes",generic,-5.53914975,-86.79014,125.59457
1483,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes",generic,-5.53914975,-86.79014,125.59457
1484,0304030C0AAAYAY,"Adrenaline (base) for anaphylaxis 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes",generic,-5.53914975,-86.79014,125.59457
1485,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes",generic,-5.53914975,-86.79014,125.59457
1493,0307000C0AAAAAA,Acetylcysteine 200mg granules sachets,generic,-41.2762533500943,-3417.2669,10128.05937
1494,0307000C0AAAJAJ,Acetylcysteine 600mg effervescent tablets,generic,-76.018245,-1045.71525,723.10209
1495,0307000C0AAAMAM,Acetylcysteine 600mg tablets,generic,-6.92627177314817,-1741.76972,11165.79877
1496,0307000C0AAAMAM,N-Acetylcysteine 600mg tablets,generic,-6.92627177314817,-1741.76972,11165.79877
1497,0307000C0AAAMAM,Acetylcysteine 600mg tablets,generic,-6.92627177314817,-1741.76972,11165.79877
1498,0307000C0AAAMAM,N-Acetylcysteine 600mg tablets,generic,-6.92627177314817,-1741.76972,11165.79877
1512,0308000B0AAAAAA,Friars' Balsam,generic,1.18381031746032,1.34263,32.59082
1513,0309010C0AAAAAA,Codeine 15mg/5ml linctus sugar free,generic,0.0582140939072828,-683.284629999996,8014.85721999997
1514,0309010C0AAADAD,Codeine 15mg/5ml linctus sugar free,generic,0.0543651401122696,-509.888130000039,8331.20316999995
1516,0309010L0AAAHAH,Dextromethorphan 30mg/5ml oral suspension,generic,-192.154682916667,-3489.46672,5856.68777
1518,0309010X0AAACAC,Pholcodine 10mg/5ml linctus strong,generic,-0.589383659231134,-38.75397,304.42493
1519,0309010X0AAARAR,Pholcodine 2mg/5ml oral solution sugar free,generic,0.0339726332288402,-2.66642,11.47654
1531,0309020H0AAAGAG,"Glycerin, Lemon and Honey with Glucose oral solution",generic,-0.0529959487179485,-3.48951,17.51471
1538,0310000N0AAABAB,Pseudoephedrine 30mg/5ml oral solution,generic,-0.186339923749031,-315.99735,797.28852
1549,0401010ADAAAEAE,Melatonin 2mg capsules,generic,2.40130222714743,1092.67609999992,221427.05976
1550,0401010ADAAAHAH,Melatonin 2.5mg capsules,generic,-44.2064407802997,1357.38498,10073.54114
1551,0401010ADAAAIAI,Melatonin 1mg tablets,generic,26.1103102270531,4557.29079,10153.8692
1552,0401010ADAAAJAJ,Melatonin 3mg modified-release capsules,generic,-9.03739561643332,-5793.00408000001,34264.0834
1553,0401010ADAAAKAK,Melatonin 10mg capsules,generic,4.01842808916902,7517.20225,42196.83727
1554,0401010ADAAAQAQ,Melatonin 3mg modified-release tablets,generic,-201.189,-1207.134,472.14643
1555,0401010ADAAAUAU,Melatonin 4mg capsules,generic,39.284445,-258.64972,1718.77584
1591,0401010B0AAAQAQ,Chloral hydrate 500mg suppositories,generic,498.739356666667,1496.21807,2753.04489
1600,0401010D0AAACAC,Clomethiazole 31.5mg/ml oral solution sugar free,generic,-1.8362732748538,-12.0349199999999,399.34198
1601,0401010D0AAACAC,Clomethiazole 157.5mg/5ml oral solution sugar free,generic,-1.8362732748538,-12.0349199999999,399.34198
1602,0401010D0AAACAC,Clomethiazole 31.5mg/ml oral solution sugar free,generic,-1.8362732748538,-12.0349199999999,399.34198
1603,0401010D0AAACAC,Clomethiazole 157.5mg/5ml oral solution sugar free,generic,-1.8362732748538,-12.0349199999999,399.34198
1604,0401010R0AAAQAQ,Nitrazepam 2.5mg/5ml oral suspension sugar free,generic,30.40095,-362.47882,423.28072
1605,0401010R0AAAXAX,Nitrazepam 5mg/5ml oral suspension,generic,-0.79024800000002,-7.9024800000002,3202.94712
1608,0401010Z0AAAJAJ,Zopiclone 3.75mg/5ml oral solution,generic,0.288809521016617,338.95834,5001.90833
1609,0401010Z0AAAKAK,Zopiclone 3.75mg/5ml oral suspension,generic,4.01659846153846,-86.2881799999999,761.77178
1610,0401010Z0AAALAL,Zopiclone 7.5mg/5ml oral suspension,generic,1.14903701666668,-20.8046899999999,1188.73477
1611,0401010Z0AAAMAM,Zopiclone 7.5mg/5ml oral solution,generic,1.41244812373225,-342.3003,2263.87651
1614,0401020B0AAACAC,Buspirone 5mg/5ml oral suspension,generic,-27.3325233333333,-1008.75721,463.37982
1615,0401020B0AAACAC,Buspirone 5mg/5ml oral solution,generic,-27.3325233333333,-1008.75721,463.37982
1616,0401020B0AAACAC,Buspirone 5mg/5ml oral suspension,generic,-27.3325233333333,-1008.75721,463.37982
1617,0401020B0AAACAC,Buspirone 5mg/5ml oral solution,generic,-27.3325233333333,-1008.75721,463.37982
1618,0401020E0AAAAAA,Chlordiazepoxide 5mg tablets,generic,8.01607519230769,-52.88897,47.51035
1620,0401020K0AAA1A1,Diazepam 10mg/5ml oral solution,generic,-74.252259087344,-5128.94838,13324.69516
1621,0401020K0AAA1A1,Diazepam 10mg/5ml oral suspension,generic,-74.252259087344,-5128.94838,13324.69516
1622,0401020K0AAA1A1,Diazepam 10mg/5ml oral solution,generic,-74.252259087344,-5128.94838,13324.69516
1623,0401020K0AAA1A1,Diazepam 10mg/5ml oral suspension,generic,-74.252259087344,-5128.94838,13324.69516
1624,0401020K0AAA6A6,Diazepam 2mg/5ml oral solution,generic,-4.06804142381901,-1102.70364,13716.2394
1652,0401030H0AAABAB,Butobarbital 100mg tablets,generic,-16.4543158585858,-932.83771,2149.7132
1654,0401030T0AAAAAA,Secobarbital sodium 50mg capsules,generic,66.33448,413.50836,536.2623
1655,0401030T0AAABAB,Secobarbital sodium 100mg capsules,generic,-22.6686334782609,-809.38481,1920.0416
1656,0401030T0AAACAC,Amobarbital 50mg / Secobarbital sodium 50mg capsules,generic,-24.4705034188034,-586.46694,603.78839
1670,040201060AAAIAI,Olanzapine 2.5mg/5ml oral solution,generic,65.354385,1680.10123,1826.5084
1686,0402010A0AAADAD,Amisulpride 25mg/5ml oral solution,generic,-1437.76841142857,-22851.2674,2722.50964
1687,0402010A0AAADAD,Amisulpride 25mg/5ml oral suspension,generic,-1437.76841142857,-22851.2674,2722.50964
1688,0402010A0AAADAD,Amisulpride 25mg/5ml oral solution,generic,-1437.76841142857,-22851.2674,2722.50964
1689,0402010A0AAADAD,Amisulpride 25mg/5ml oral suspension,generic,-1437.76841142857,-22851.2674,2722.50964
1695,0402010ABAAAHAH,Quetiapine 25mg/5ml oral solution,generic,2.1939375,-162.75842,180.30992
1696,0402010ABAAAIAI,Quetiapine 12.5mg/5ml oral solution,generic,13.894264625,510.96185,1443.26808
1697,0402010ABAAAMAM,Quetiapine 100mg/5ml oral solution,generic,14.2937720869565,-143.863230000001,3150.79992
1698,0402010ABAAAMAM,Quetiapine 100mg/5ml oral suspension,generic,14.2937720869565,-143.863230000001,3150.79992
1699,0402010ABAAAMAM,Quetiapine 100mg/5ml oral solution,generic,14.2937720869565,-143.863230000001,3150.79992
1700,0402010ABAAAMAM,Quetiapine 100mg/5ml oral suspension,generic,14.2937720869565,-143.863230000001,3150.79992
1701,0402010ABAAARAR,Quetiapine 200mg/5ml oral suspension,generic,-87.137448,-780.8971,1290.36206
1752,0402010AEAAAAAA,Paliperidone 3mg modified-release tablets,generic,11.7568071830986,834.73331,7852.1644
1753,0402010AEAAABAB,Paliperidone 6mg modified-release tablets,generic,5.9478445994832,-2073.7398,4362.61686
1754,0402010AEAAACAC,Paliperidone 9mg modified-release tablets,generic,-5.30624809523809,84.0185800000004,3488.9029
1765,0402010D0AAA2A2,Chlorpromazine 100mg/5ml oral solution,generic,5.96388166666667,40.86142,86.80097
1766,0402010D0AAA2A2,Chlorpromazine 100mg/5ml oral suspension,generic,5.96388166666667,40.86142,86.80097
1767,0402010D0AAA2A2,Chlorpromazine 100mg/5ml oral solution,generic,5.96388166666667,40.86142,86.80097
1768,0402010D0AAA2A2,Chlorpromazine 100mg/5ml oral suspension,generic,5.96388166666667,40.86142,86.80097
1769,0402010D0AAABAB,Chlorpromazine 25mg/5ml syrup,generic,-0.0414233902519916,2.25603999999885,2512.74969
1771,0402010I0AAABAB,Fluphenazine 1mg tablets,generic,-38.1204394642857,-178.27965,708.50741
1772,0402010J0AAA4A4,Haloperidol 5mg/5ml oral suspension,generic,-2.335525,-4.67105,12.07309
1773,0402010J0AAA4A4,Haloperidol 5mg/5ml oral solution,generic,-2.335525,-4.67105,12.07309
1774,0402010J0AAA4A4,Haloperidol 5mg/5ml oral suspension,generic,-2.335525,-4.67105,12.07309
1775,0402010J0AAA4A4,Haloperidol 5mg/5ml oral solution,generic,-2.335525,-4.67105,12.07309
1776,0402010J0AAA7A7,Haloperidol 1mg/5ml oral suspension,generic,36.0855241346154,1221.06232,4010.4027
1777,0402010J0AAA7A7,Haloperidol 1mg/5ml oral solution,generic,36.0855241346154,1221.06232,4010.4027
1778,0402010J0AAA7A7,Haloperidol 1mg/5ml oral suspension,generic,36.0855241346154,1221.06232,4010.4027
1779,0402010J0AAA7A7,Haloperidol 1mg/5ml oral solution,generic,36.0855241346154,1221.06232,4010.4027
1780,0402010J0AAA8A8,Haloperidol 500micrograms/5ml oral suspension,generic,-164.581633181818,-5405.89549,798.99945
1781,0402010J0AAA8A8,Haloperidol 500micrograms/5ml oral solution,generic,-164.581633181818,-5405.89549,798.99945
1782,0402010J0AAA8A8,Haloperidol 500micrograms/5ml oral suspension,generic,-164.581633181818,-5405.89549,798.99945
1783,0402010J0AAA8A8,Haloperidol 500micrograms/5ml oral solution,generic,-164.581633181818,-5405.89549,798.99945
1784,0402010J0AAAVAV,Haloperidol 1mg/5ml oral solution sugar free,generic,-66.3527766666667,-199.05833,791.00131
1787,0402010K0AAAGAG,Levomepromazine 5mg/5ml oral suspension,generic,-8.23453166666667,-388.05843,726.70967
1788,0402010K0AAAGAG,Levomepromazine 5mg/5ml oral solution,generic,-8.23453166666667,-388.05843,726.70967
1789,0402010K0AAAGAG,Levomepromazine 5mg/5ml oral suspension,generic,-8.23453166666667,-388.05843,726.70967
1790,0402010K0AAAGAG,Levomepromazine 5mg/5ml oral solution,generic,-8.23453166666667,-388.05843,726.70967
1791,0402010K0AAAMAM,Levomepromazine 6mg tablets,generic,30.9468818142091,6073.31614000001,65399.50551
1792,0402010K0AAAPAP,Levomepromazine 6mg/5ml oral suspension,generic,47.08814625,-2798.64031,2131.23039
1793,0402010K0AAAPAP,Levomepromazine 6mg/5ml oral solution,generic,47.08814625,-2798.64031,2131.23039
1794,0402010K0AAAPAP,Levomepromazine 6mg/5ml oral suspension,generic,47.08814625,-2798.64031,2131.23039
1795,0402010K0AAAPAP,Levomepromazine 6mg/5ml oral solution,generic,47.08814625,-2798.64031,2131.23039
1796,0402010K0AAARAR,Levomepromazine 2.5mg/5ml oral suspension,generic,0.723644666666686,640.6951,1900.37596
1797,0402010K0AAASAS,Levomepromazine 62.5mg/5ml oral suspension,generic,-1155.84744,118.2815,2548.25788
1801,0402010Q0AAACAC,Perphenazine 2mg tablets,generic,-19.8756357608696,38.1525099999999,3340.10006
1802,0402010Q0AAADAD,Perphenazine 4mg tablets,generic,22.8623,68.5869,144.70958
1803,0402010R0AAAHAH,Pimozide 2mg/5ml oral suspension,generic,-0.823855000000009,-189.69892,188.05121
1805,0402010S0AAADAD,Promazine 25mg/5ml syrup,generic,0.0935445578585998,3201.71234000019,129069.97519
1806,0402010S0AAAIAI,Promazine 50mg/5ml syrup,generic,0.0677134716598218,2360.30902000002,43277.03654
1812,0402010W0AAAFAF,Thioridazine 25mg tablets,generic,-43.4137644642857,-27.89493,745.3021
1813,0402010W0AAAGAG,Thioridazine 50mg tablets,generic,-49.2395383333333,-122.94076,1280.86034
1814,0402010W0AAAHAH,Thioridazine 100mg tablets,generic,-95.311435,-190.62287,362.61538
1835,0402020L0AAABAB,Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules,generic,0.00534999999999997,0.0106999999999999,25.02582
1844,0402030K0AAAPAP,Lithium carbonate 200mg/5ml oral suspension,generic,22.745115,45.49023,818.8912
1850,0402030P0AAAIAI,Lithium citrate 520mg/5ml oral solution sugar free,generic,-0.673491417069243,-302.35108,1320.28054
1857,0403010B0AAA6A6,Amitriptyline 10mg/5ml oral suspension,generic,13.3310630113636,830.19849,2187.38175
1858,0403010B0AAA6A6,Amitriptyline 10mg/5ml oral solution,generic,13.3310630113636,830.19849,2187.38175
1859,0403010B0AAA6A6,Amitriptyline 10mg/5ml oral suspension,generic,13.3310630113636,830.19849,2187.38175
1860,0403010B0AAA6A6,Amitriptyline 10mg/5ml oral solution,generic,13.3310630113636,830.19849,2187.38175
1861,0403010B0AAA8A8,Amitriptyline 25mg / Perphenazine 2mg tablets,generic,-13.164965,-17.49125,17.67736
1862,0403010F0AAAGAG,Clomipramine 75mg modified-release tablets,generic,1.96281901722707,62.4904200000001,2112.76519
1863,0403010F0AAAQAQ,Clomipramine 50mg/5ml oral suspension,generic,0.525203000000033,704.679770000001,4196.56644
1865,0403010J0AAA6A6,Dosulepin 25mg/5ml oral suspension,generic,30.53989,800.47045,1478.78134
1866,0403010J0AAA7A7,Dosulepin 75mg/5ml oral suspension,generic,0.0418300000000045,0.0418300000000045,97.40124
1871,0403010L0AAAAAA,Doxepin 10mg capsules,generic,-20.44761,150.06907,381.92858
1872,0403010V0AAAGAG,Nortriptyline 10mg/5ml oral suspension,generic,-44.4534846666667,248.19989,953.90086
1873,0403010V0AAANAN,Nortriptyline 10mg/5ml oral solution,generic,55.9034583333333,566.95611,1724.63291
1874,0403010X0AAAGAG,Trazodone 50mg/5ml oral solution,generic,-108.686975,-48.49807,120.37781
1875,0403010X0AAAGAG,Trazodone 50mg/5ml oral suspension,generic,-108.686975,-48.49807,120.37781
1876,0403010X0AAAGAG,Trazodone 50mg/5ml oral solution,generic,-108.686975,-48.49807,120.37781
1877,0403010X0AAAGAG,Trazodone 50mg/5ml oral suspension,generic,-108.686975,-48.49807,120.37781
1878,0403010X0AAAIAI,Trazodone 100mg/5ml oral solution,generic,181.68981,665.86176,968.3439
1879,0403010X0AAAIAI,Trazodone 100mg/5ml oral suspension,generic,181.68981,665.86176,968.3439
1880,0403010X0AAAIAI,Trazodone 100mg/5ml oral solution,generic,181.68981,665.86176,968.3439
1881,0403010X0AAAIAI,Trazodone 100mg/5ml oral suspension,generic,181.68981,665.86176,968.3439
1882,0403010X0AAANAN,Trazodone 100mg/5ml oral solution sugar free,generic,-26.0536280858551,6562.56819,17947.63287
1886,0403010Y0AAAGAG,Trimipramine 50mg/5ml oral solution,generic,0.192155,9.49638,18.22414
1887,0403010Y0AAAGAG,Trimipramine 50mg/5ml oral suspension,generic,0.192155,9.49638,18.22414
1888,0403010Y0AAAGAG,Trimipramine 50mg/5ml oral solution,generic,0.192155,9.49638,18.22414
1889,0403010Y0AAAGAG,Trimipramine 50mg/5ml oral suspension,generic,0.192155,9.49638,18.22414
1902,0403030P0AAALAL,Paroxetine 40mg tablets,generic,-0.220634478657136,1609.09243999995,28475.3779
1907,0403030Q0AAANAN,Sertraline 20mg/5ml oral suspension,generic,-42.808055,-337.82588,252.20977
1908,0403030Q0AAAQAQ,Sertraline 50mg/5ml oral suspension,generic,0.0187045677516195,-1658.81688000002,16208.98021
1909,0403030Q0AAARAR,Sertraline 100mg/5ml oral suspension,generic,-0.0110510123379015,632.241879999996,10497.11244
1922,0403040S0AAAGAG,Tryptophan 50mg capsules,generic,-46.224815,-20.35319,144.19288
1924,0403040T0AAAAAA,Nefazodone 100mg tablets,generic,12.4662412698414,1268.16172,5314.04114
1925,0403040T0AAABAB,Nefazodone 200mg tablets,generic,-211.188155,701.7729,2670.67473
1927,0403040W0AAANAN,Venlafaxine 37.5mg/5ml oral solution,generic,-4.07748706477734,-961.14467,2321.06716
1928,0403040W0AAAPAP,Venlafaxine 37.5mg/5ml oral suspension,generic,33.4492825,133.79713,444.40708
1929,0403040W0AAAQAQ,Venlafaxine 75mg/5ml oral solution,generic,4.29023870317782,144.973829999999,9701.76983
1930,0403040W0AAARAR,Venlafaxine 75mg/5ml oral suspension,generic,-3.00574666666667,-27.0517199999999,834.6649
1980,0404000L0AAAMAM,Dexamfetamine 5mg/5ml oral solution,generic,-0.812414523809537,-171.92561,3097.2981
1981,0404000L0AAAMAM,Dexamfetamine 5mg/5ml oral suspension,generic,-0.812414523809537,-171.92561,3097.2981
1982,0404000L0AAAMAM,Dexamfetamine 5mg/5ml oral solution,generic,-0.812414523809537,-171.92561,3097.2981
1983,0404000L0AAAMAM,Dexamfetamine 5mg/5ml oral suspension,generic,-0.812414523809537,-171.92561,3097.2981
1989,0404000M0AAAFAF,Methylphenidate 5mg/5ml oral solution,generic,-91.0460633333333,-273.13819,1627.37394
2028,0404000R0AAAEAE,Modafinil 100mg/5ml oral suspension,generic,-1.31782833333332,179.06239,545.09414
2031,0404000S0AAARAR,Atomoxetine 10mg/5ml oral solution,generic,1185.00315,1185.00315,1617.89986
2061,0406000ADAAAEAE,Aprepitant 25mg/5ml oral suspension,generic,-99.49731,-99.49731,242.85332
2066,0406000E0AAAAAA,Flunarizine 5mg capsules,generic,22.8227983333334,-1079.45121,8226.58004
2067,0406000E0AAABAB,Flunarizine 10mg tablets,generic,15.5703956730769,419.5237,7928.39295
2068,0406000E0AAADAD,Flunarizine 5mg tablets,generic,-51.6362466666667,453.11151,1216.0405
2071,0406000J0AAABAB,Domperidone 30mg suppositories,generic,-149.933756666667,162.58559,468.77902
2080,0406000M0AAAFAF,Granisetron 1mg/1ml concentrate for solution for injection ampoules,generic,-0.734601000000001,14.89582,89.17112
2098,0406000W0AAABAB,Ketamine 25mg/5ml oral solution,generic,0.19117,0.382339999999999,890.15993
2099,0406000W0AAAFAF,Ketamine 10mg/5ml oral solution,generic,-39.7492016666666,577.17035,2208.50147
2100,0406000W0AAAIAI,Ketamine 5mg/5ml oral solution,generic,302.68024,302.68024,533.27479
2101,0406000W0AAALAL,Ketamine 500mg/5ml oral solution,generic,36.74429,-685.8095,832.78666
2102,0406000W0AAANAN,Ketamine 50mg/5ml oral solution,generic,1.77680945983936,2927.83587,10180.9507
2103,0406000W0AAAPAP,Ketamine 50mg/5ml oral suspension,generic,-0.173799237199589,409.36345,3418.82993
2109,0407010B0AAAFAF,Aspirin 300mg caplets,generic,0.000599375641392896,-107.126069999987,5364.31653000002
2110,0407010F0AAAAAA,Co-codamol 8mg/500mg caplets,generic,0.220659441921687,38217.6252899997,411344.42931
2111,0407010F0AAAHAH,Co-codamol 30mg/500mg caplets,generic,0.106843635976999,62402.098439998,1262972.64224
2112,0407010F0AAAYAY,Co-codamol 60mg/1000mg tablets,generic,-0.126696666666666,-12.03412,66.88346
2128,0407010H0AAA5A5,Paracetamol 500mg/5ml oral suspension (Royal Preston Hospital mucilage formula),generic,6.15012802918207,748.736020000026,27875.74191
2129,0407010H0AAAAAA,Numark Paracetamol 500mg capsules,generic,0.308923620814899,20408.0981299987,171025.449869999
2130,0407010H0AAAAAA,Boots Paracetamol 500mg capsules,generic,0.308923620814899,20408.0981299987,171025.449869999
2131,0407010H0AAAAAA,Numark Paracetamol 500mg capsules,generic,0.308923620814899,20408.0981299987,171025.449869999
