,bnf_code,name,vpid,form,form_indicator,form_size,form_units,unit_of_measure,numerator,numerator_unit_of_measure,denominator,denominator_unit_of_measure,ingredient_count,squ,bnf_name,adq_value,adq_denominator,dose_multiplier,quantity_denominator,adq_per_quantity
1040,0204000H0BFAAAM,Cardicor 1.25mg tablets,318604001,Tablet,Discrete,1.0,tablet,tablet,0.00125,g,,nan,1.0,unit,Cardicor_Tab 1.25mg,0.01,g,1.0,unit,0.125
1041,0204000H0BFABAJ,Cardicor 2.5mg tablets,318605000,Tablet,Discrete,1.0,tablet,tablet,0.0025,g,,nan,1.0,unit,Cardicor_Tab 2.5mg,0.01,g,1.0,unit,0.25
1042,0204000H0BFACAK,Cardicor 3.75mg tablets,318606004,Tablet,Discrete,1.0,tablet,tablet,0.00375,g,,nan,1.0,unit,Cardicor_Tab 3.75mg,0.01,g,1.0,unit,0.375
1043,0204000H0BFADAA,Cardicor 5mg tablets,318590006,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Cardicor_Tab 5mg,0.01,g,1.0,unit,0.5
1044,0204000H0BFAEAL,Cardicor 7.5mg tablets,318607008,Tablet,Discrete,1.0,tablet,tablet,0.0075,g,,nan,1.0,unit,Cardicor_Tab 7.5mg,0.01,g,1.0,unit,0.75
1045,0204000H0BFAFAB,Cardicor 10mg tablets,318591005,Tablet,Discrete,1.0,tablet,tablet,0.01,g,,nan,1.0,unit,Cardicor_Tab 10mg,0.01,g,1.0,unit,1.0
1046,0204000H0BIAAAA,Soloc 5mg tablets,318590006,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Soloc_Tab 5mg,0.01,g,1.0,unit,0.5
1047,0204000H0BKAAAM,Congescor 1.25mg tablets,318604001,Tablet,Discrete,1.0,tablet,tablet,0.00125,g,,nan,1.0,unit,Congescor_Tab 1.25mg (Tillomed),0.01,g,1.0,unit,0.125
1048,0204000H0BKABAJ,Congescor 2.5mg tablets,318605000,Tablet,Discrete,1.0,tablet,tablet,0.0025,g,,nan,1.0,unit,Congescor_Tab 2.5mg (Tillomed),0.01,g,1.0,unit,0.25
1049,0204000H0BKACAM,Congescor 1.25mg tablets,318604001,Tablet,Discrete,1.0,tablet,tablet,0.00125,g,,nan,1.0,unit,Congescor_Tab 1.25mg (Teva),0.01,g,1.0,unit,0.125
1050,0204000H0BKADAJ,Congescor 2.5mg tablets,318605000,Tablet,Discrete,1.0,tablet,tablet,0.0025,g,,nan,1.0,unit,Congescor_Tab 2.5mg (Teva),0.01,g,1.0,unit,0.25
1051,0204000I0AAAAAA,Labetalol 100mg/20ml solution for injection ampoules,318462005,Solution for injection,Discrete,20.0,ml,ampoule,0.005,g,1.0,ml,1.0,unit,Labetalol HCl_Inj 5mg/ml 20ml Amp,0.6,g,1.0,unit,0.16666666666666669
1052,0204000I0AAACAC,Labetalol 100mg tablets,318445000,Tablet,Discrete,1.0,tablet,tablet,0.1,g,,nan,1.0,unit,Labetalol HCl_Tab 100mg,0.6,g,1.0,unit,0.16666666666666669
1053,0204000I0AAADAD,Labetalol 200mg tablets,318446004,Tablet,Discrete,1.0,tablet,tablet,0.2,g,,nan,1.0,unit,Labetalol HCl_Tab 200mg,0.6,g,1.0,unit,0.33333333333333337
1054,0204000I0AAAEAE,Labetalol 400mg tablets,318447008,Tablet,Discrete,1.0,tablet,tablet,0.4,g,,nan,1.0,unit,Labetalol HCl_Tab 400mg,0.6,g,1.0,unit,0.6666666666666667
1055,0204000I0AAAIAI,Labetalol 50mg/5ml oral solution,8582311000001109,Oral solution,Continuous,,,,0.01,g,1.0,ml,1.0,ml,Labetalol HCl_Liq Spec 50mg/5ml,0.6,g,1.0,ml,0.016666666666666666
1056,0204000I0AAAIAI,Labetalol 50mg/5ml oral suspension,8582411000001102,Oral suspension,Continuous,,,,0.01,g,1.0,ml,1.0,ml,Labetalol HCl_Liq Spec 50mg/5ml,0.6,g,1.0,ml,0.016666666666666666
1057,0204000I0AAAJAJ,Labetalol 200mg/5ml oral solution,8581911000001104,Oral solution,Continuous,,,,0.04,g,1.0,ml,1.0,ml,Labetalol HCl_Liq Spec 200mg/5ml,0.6,g,1.0,ml,0.06666666666666667
1058,0204000I0AAAJAJ,Labetalol 200mg/5ml oral suspension,8582011000001106,Oral suspension,Continuous,,,,0.04,g,1.0,ml,1.0,ml,Labetalol HCl_Liq Spec 200mg/5ml,0.6,g,1.0,ml,0.06666666666666667
1059,0204000I0AAAKAK,Labetalol 25mg/5ml oral solution,8582111000001107,Oral solution,Continuous,,,,0.005,g,1.0,ml,1.0,ml,Labetalol HCl_Liq Spec 25mg/5ml,0.6,g,1.0,ml,0.008333333333333333
1060,0204000I0AAAKAK,Labetalol 25mg/5ml oral suspension,8582211000001101,Oral suspension,Continuous,,,,0.005,g,1.0,ml,1.0,ml,Labetalol HCl_Liq Spec 25mg/5ml,0.6,g,1.0,ml,0.008333333333333333
1061,0204000I0AAALAL,Labetalol 100mg/5ml oral solution,12643611000001102,Oral solution,Continuous,,,,0.02,g,1.0,ml,1.0,ml,Labetalol HCl_Liq Spec 100mg/5ml,0.6,g,1.0,ml,0.03333333333333333
1062,0204000I0AAALAL,Labetalol 100mg/5ml oral suspension,12643711000001106,Oral suspension,Continuous,,,,0.02,g,1.0,ml,1.0,ml,Labetalol HCl_Liq Spec 100mg/5ml,0.6,g,1.0,ml,0.03333333333333333
1063,0204000I0BCAAAB,Trandate 50mg tablets,318458004,Tablet,Discrete,1.0,tablet,tablet,0.05,g,,nan,1.0,unit,Trandate_Tab 50mg,0.6,g,1.0,unit,0.08333333333333334
1064,0204000I0BCABAC,Trandate 100mg tablets,318445000,Tablet,Discrete,1.0,tablet,tablet,0.1,g,,nan,1.0,unit,Trandate_Tab 100mg,0.6,g,1.0,unit,0.16666666666666669
1065,0204000I0BCACAD,Trandate 200mg tablets,318446004,Tablet,Discrete,1.0,tablet,tablet,0.2,g,,nan,1.0,unit,Trandate_Tab 200mg,0.6,g,1.0,unit,0.33333333333333337
1066,0204000I0BCADAE,Trandate 400mg tablets,318447008,Tablet,Discrete,1.0,tablet,tablet,0.4,g,,nan,1.0,unit,Trandate_Tab 400mg,0.6,g,1.0,unit,0.6666666666666667
1067,0204000K0AAABAB,Metoprolol 50mg tablets,318475005,Tablet,Discrete,1.0,tablet,tablet,0.05,g,,nan,1.0,unit,Metoprolol Tart_Tab 50mg,0.15,g,1.0,unit,0.33333333333333337
1068,0204000K0AAACAC,Metoprolol 100mg tablets,318474009,Tablet,Discrete,1.0,tablet,tablet,0.1,g,,nan,1.0,unit,Metoprolol Tart_Tab 100mg,0.15,g,1.0,unit,0.6666666666666667
1069,0204000K0AAAFAF,Metoprolol 12.5mg capsules,16632411000001109,Capsule,Discrete,1.0,capsule,capsule,0.0125,g,,nan,1.0,unit,Metoprolol Tart_Cap 12.5mg,0.15,g,1.0,unit,0.08333333333333334
1070,0204000K0AAAMAM,Metoprolol 10mg/5ml oral solution,8668011000001102,Oral solution,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Metoprolol Tart_Liq Spec 10mg/5ml,0.15,g,1.0,ml,0.013333333333333334
1071,0204000K0AAAMAM,Metoprolol 10mg/5ml oral suspension,8668111000001101,Oral suspension,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Metoprolol Tart_Liq Spec 10mg/5ml,0.15,g,1.0,ml,0.013333333333333334
1072,0204000K0AAASAS,Metoprolol 25mg/5ml oral solution,8668711000001100,Oral solution,Continuous,,,,0.005,g,1.0,ml,1.0,ml,Metoprolol Tart_Liq Spec 25mg/5ml,0.15,g,1.0,ml,0.03333333333333333
1073,0204000K0AAASAS,Metoprolol 25mg/5ml oral suspension,8668811000001108,Oral suspension,Continuous,,,,0.005,g,1.0,ml,1.0,ml,Metoprolol Tart_Liq Spec 25mg/5ml,0.15,g,1.0,ml,0.03333333333333333
1074,0204000K0AAATAT,Metoprolol 50mg/5ml oral suspension,8669111000001108,Oral suspension,Continuous,,,,0.01,g,1.0,ml,1.0,ml,Metoprolol Tart_Liq Spec 50mg/5ml,0.15,g,1.0,ml,0.06666666666666667
1075,0204000K0AAAYAY,Metoprolol 15mg/5ml oral solution,13006711000001108,Oral solution,Continuous,,,,0.003,g,1.0,ml,1.0,ml,Metoprolol Tart_Liq Spec 15mg/5ml,0.15,g,1.0,ml,0.02
1076,0204000K0AAAZAZ,Metoprolol 20mg/5ml oral solution,8668511000001105,Oral solution,Continuous,,,,0.004,g,1.0,ml,1.0,ml,Metoprolol Tart_Liq Spec 20mg/5ml,0.15,g,1.0,ml,0.02666666666666667
1077,0204000K0AAAZAZ,Metoprolol 20mg/5ml oral suspension,8668611000001109,Oral suspension,Continuous,,,,0.004,g,1.0,ml,1.0,ml,Metoprolol Tart_Liq Spec 20mg/5ml,0.15,g,1.0,ml,0.02666666666666667
1078,0204000K0AABBBB,Metoprolol 6.25mg/5ml oral solution,13007511000001101,Oral solution,Continuous,,,,0.00125,g,1.0,ml,1.0,ml,Metoprolol Tart_Liq Spec 6.25mg/5ml,0.15,g,1.0,ml,0.008333333333333333
1079,0204000K0AABCBC,Metoprolol 62.5mg/5ml oral solution,13007611000001102,Oral solution,Continuous,,,,0.0125,g,1.0,ml,1.0,ml,Metoprolol Tart_Liq Spec 62.5mg/5ml,0.15,g,1.0,ml,0.08333333333333334
1080,0204000K0AABKBK,Metoprolol 12.5mg/5ml oral solution,8668211000001107,Oral solution,Continuous,,,,0.0025,g,1.0,ml,1.0,ml,Metoprolol Tart_Oral Soln 12.5mg/5ml,0.15,g,1.0,ml,0.016666666666666666
1081,0204000K0AABLBL,Metoprolol 12.5mg/5ml oral suspension,8668411000001106,Oral suspension,Continuous,,,,0.0025,g,1.0,ml,1.0,ml,Metoprolol Tart_Oral Susp 12.5mg/5ml,0.15,g,1.0,ml,0.016666666666666666
1082,0204000K0AABMBM,Metoprolol 50mg/5ml oral solution,8668911000001103,Oral solution,Continuous,,,,0.01,g,1.0,ml,1.0,ml,Metoprolol Tart_Oral Soln 50mg/5ml,0.15,g,1.0,ml,0.06666666666666667
1083,0204000K0BBAAAB,Betaloc 50mg tablets,318475005,Tablet,Discrete,1.0,tablet,tablet,0.05,g,,nan,1.0,unit,Betaloc_Tab 50mg,0.15,g,1.0,unit,0.33333333333333337
1084,0204000K0BBABAC,Betaloc 100mg tablets,318474009,Tablet,Discrete,1.0,tablet,tablet,0.1,g,,nan,1.0,unit,Betaloc_Tab 100mg,0.15,g,1.0,unit,0.6666666666666667
1085,0204000K0BBADAD,Betaloc-SA 200mg tablets,318477002,Modified-release tablet,Discrete,1.0,tablet,tablet,0.2,g,,nan,1.0,unit,Betaloc S.A._Tab 200mg,0.15,g,1.0,unit,1.3333333333333335
1086,0204000K0BDAAAB,Lopresor 50mg tablets,318475005,Tablet,Discrete,1.0,tablet,tablet,0.05,g,,nan,1.0,unit,Lopresor_Tab 50mg,0.15,g,1.0,unit,0.33333333333333337
1087,0204000K0BDABAC,Lopresor 100mg tablets,318474009,Tablet,Discrete,1.0,tablet,tablet,0.1,g,,nan,1.0,unit,Lopresor_Tab 100mg,0.15,g,1.0,unit,0.6666666666666667
1088,0204000K0BDACAD,Lopresor SR 200mg tablets,318477002,Modified-release tablet,Discrete,1.0,tablet,tablet,0.2,g,,nan,1.0,unit,Lopresor Sr_Tab 200mg,0.15,g,1.0,unit,1.3333333333333335
1089,0204000M0AAAAAA,Nadolol 40mg tablets,318480001,Tablet,Discrete,1.0,tablet,tablet,0.04,g,,nan,1.0,unit,Nadolol_Tab 40mg,0.12,g,1.0,unit,0.33333333333333337
1090,0204000M0AAACAC,Nadolol 40mg/5ml oral solution,12300711000001104,Oral solution,Continuous,,,,0.008,g,1.0,ml,1.0,ml,Nadolol_Oral Soln 40mg/5ml,0.12,g,1.0,ml,0.06666666666666667
1091,0204000M0AAADAD,Nadolol 10mg/5ml oral solution,27890211000001107,Oral solution,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Nadolol_Liq Spec 10mg/5ml,0.12,g,1.0,ml,0.016666666666666666
1092,0204000M0AAADAD,Nadolol 10mg/5ml oral suspension,27890311000001104,Oral suspension,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Nadolol_Liq Spec 10mg/5ml,0.12,g,1.0,ml,0.016666666666666666
1093,0204000M0AAAEAE,Nadolol 80mg/5ml oral solution,15227111000001100,Oral solution,Continuous,,,,0.016,g,1.0,ml,1.0,ml,Nadolol_Liq Spec 80mg/5ml,0.12,g,1.0,ml,0.13333333333333333
1094,0204000M0AAAEAE,Nadolol 80mg/5ml oral suspension,15227211000001106,Oral suspension,Continuous,,,,0.016,g,1.0,ml,1.0,ml,Nadolol_Liq Spec 80mg/5ml,0.12,g,1.0,ml,0.13333333333333333
1095,0204000M0AAAFAF,Nadolol 30mg/5ml oral solution,16109911000001102,Oral solution,Continuous,,,,0.006,g,1.0,ml,1.0,ml,Nadolol_Oral Soln 30mg/5ml,0.12,g,1.0,ml,0.05
1096,0204000M0AAAGAG,Nadolol 20mg/5ml oral solution,16130911000001101,Oral solution,Continuous,,,,0.004,g,1.0,ml,1.0,ml,Nadolol_Oral Soln 20mg/5ml,0.12,g,1.0,ml,0.03333333333333333
1097,0204000M0AAAHAH,Nadolol 20mg/5ml oral suspension,16131011000001109,Oral suspension,Continuous,,,,0.004,g,1.0,ml,1.0,ml,Nadolol_Oral Susp 20mg/5ml,0.12,g,1.0,ml,0.03333333333333333
1098,0204000M0AAAIAI,Nadolol 30mg/5ml oral suspension,16110011000001107,Oral suspension,Continuous,,,,0.006,g,1.0,ml,1.0,ml,Nadolol_Oral Susp 30mg/5ml,0.12,g,1.0,ml,0.05
1099,0204000M0AAAJAJ,Nadolol 40mg/5ml oral suspension,12300811000001107,Oral suspension,Continuous,,,,0.008,g,1.0,ml,1.0,ml,Nadolol_Oral Susp 40mg/5ml,0.12,g,1.0,ml,0.06666666666666667
1100,0204000M0AAAKAK,Nadolol 25mg/5ml oral solution,32750111000001109,Oral solution,Continuous,,,,0.005,g,1.0,ml,1.0,ml,Nadolol_Oral Soln 25mg/5ml,0.12,g,1.0,ml,0.04166666666666667
1101,0204000M0BBABAB,Corgard 80mg tablets,318481002,Tablet,Discrete,1.0,tablet,tablet,0.08,g,,nan,1.0,unit,Corgard_Tab 80mg,0.12,g,1.0,unit,0.6666666666666667
1102,0204000N0AAABAB,Oxprenolol 20mg tablets,318483004,Tablet,Discrete,1.0,tablet,tablet,0.02,g,,nan,1.0,unit,Oxprenolol HCl_Tab 20mg,0.16,g,1.0,unit,0.125
1103,0204000N0AAACAC,Oxprenolol 40mg tablets,318484005,Tablet,Discrete,1.0,tablet,tablet,0.04,g,,nan,1.0,unit,Oxprenolol HCl_Tab 40mg,0.16,g,1.0,unit,0.25
1104,0204000N0AAADAD,Oxprenolol 80mg tablets,318485006,Tablet,Discrete,1.0,tablet,tablet,0.08,g,,nan,1.0,unit,Oxprenolol HCl_Tab 80mg,0.16,g,1.0,unit,0.5
1105,0204000N0AAAFAF,Oxprenolol 160mg modified-release tablets,318507003,Modified-release tablet,Discrete,1.0,tablet,tablet,0.16,g,,nan,1.0,unit,Oxprenolol HCl_Tab 160mg M/R,0.16,g,1.0,unit,1.0
1106,0204000N0BEAAAF,Slow-Trasicor 160mg tablets,318507003,Modified-release tablet,Discrete,1.0,tablet,tablet,0.16,g,,nan,1.0,unit,Slow-Trasicor_Tab 160mg,0.16,g,1.0,unit,1.0
1107,0204000N0BFAAAB,Trasicor 20mg tablets,318483004,Tablet,Discrete,1.0,tablet,tablet,0.02,g,,nan,1.0,unit,Trasicor_Tab 20mg,0.16,g,1.0,unit,0.125
1108,0204000N0BFABAC,Trasicor 40mg tablets,318484005,Tablet,Discrete,1.0,tablet,tablet,0.04,g,,nan,1.0,unit,Trasicor_Tab 40mg,0.16,g,1.0,unit,0.25
1109,0204000N0BFACAD,Trasicor 80mg tablets,318485006,Tablet,Discrete,1.0,tablet,tablet,0.08,g,,nan,1.0,unit,Trasicor_Tab 80mg,0.16,g,1.0,unit,0.5
1110,0204000P0AAAAAA,Pindolol 5mg tablets,318512002,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Pindolol_Tab 5mg,0.015,g,1.0,unit,0.33333333333333337
1111,0204000P0BBAAAA,Visken 5mg tablets,318512002,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Visken_Tab 5mg,0.015,g,1.0,unit,0.33333333333333337
1112,0204000P0BBABAB,Visken 15mg tablets,318513007,Tablet,Discrete,1.0,tablet,tablet,0.015,g,,nan,1.0,unit,Visken_Tab 15mg,0.015,g,1.0,unit,1.0
1113,0204000Q0BBAAAA,Inderetic 80mg/2.5mg capsules,318584007,Capsule,Discrete,1.0,capsule,capsule,0.0025,g,,nan,2.0,unit,Inderetic_Cap,1.0,,1.0,unit,1.0
1114,0204000Q0BBAAAA,Inderetic 80mg/2.5mg capsules,318584007,Capsule,Discrete,1.0,capsule,capsule,0.08,g,,nan,2.0,unit,Inderetic_Cap,1.0,,1.0,unit,1.0
1115,0204000Q0BCAAAB,Inderex 160mg/5mg modified-release capsules,318585008,Modified-release capsule,Discrete,1.0,capsule,capsule,0.005,g,,nan,2.0,unit,Inderex_Cap,1.0,,1.0,unit,1.0
1116,0204000Q0BCAAAB,Inderex 160mg/5mg modified-release capsules,318585008,Modified-release capsule,Discrete,1.0,capsule,capsule,0.16,g,,nan,2.0,unit,Inderex_Cap,1.0,,1.0,unit,1.0
1117,0204000R0AAAAAA,Propranolol 80mg modified-release capsules,318407001,Modified-release capsule,Discrete,1.0,capsule,capsule,0.08,g,,nan,1.0,unit,Propranolol HCl_Cap 80mg M/R,0.12,g,1.0,unit,0.6666666666666667
1118,0204000R0AAABAB,Propranolol 160mg modified-release capsules,318406005,Modified-release capsule,Discrete,1.0,capsule,capsule,0.16,g,,nan,1.0,unit,Propranolol HCl_Cap 160mg M/R,0.12,g,1.0,unit,1.3333333333333335
1119,0204000R0AAAHAH,Propranolol 10mg tablets,318352004,Tablet,Discrete,1.0,tablet,tablet,0.01,g,,nan,1.0,unit,Propranolol HCl_Tab 10mg,0.12,g,1.0,unit,0.08333333333333334
1120,0204000R0AAAJAJ,Propranolol 40mg tablets,318353009,Tablet,Discrete,1.0,tablet,tablet,0.04,g,,nan,1.0,unit,Propranolol HCl_Tab 40mg,0.12,g,1.0,unit,0.33333333333333337
1121,0204000R0AAAKAK,Propranolol 80mg tablets,318354003,Tablet,Discrete,1.0,tablet,tablet,0.08,g,,nan,1.0,unit,Propranolol HCl_Tab 80mg,0.12,g,1.0,unit,0.6666666666666667
1122,0204000R0AAALAL,Propranolol 160mg tablets,318355002,Tablet,Discrete,1.0,tablet,tablet,0.16,g,,nan,1.0,unit,Propranolol HCl_Tab 160mg,0.12,g,1.0,unit,1.3333333333333335
1123,0204000R0AACHCH,Propranolol 50mg/5ml oral solution,13199511000001100,Oral solution,Continuous,,,,0.01,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 50mg/5ml,0.12,g,1.0,ml,0.08333333333333334
1124,0204000R0AACHCH,Propranolol 50mg/5ml oral suspension,13199611000001101,Oral suspension,Continuous,,,,0.01,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 50mg/5ml,0.12,g,1.0,ml,0.08333333333333334
1125,0204000R0AACICI,Propranolol 5mg/5ml oral solution,13199711000001105,Oral solution,Continuous,,,,0.001,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 5mg/5ml,0.12,g,1.0,ml,0.008333333333333333
1126,0204000R0AACICI,Propranolol 5mg/5ml oral suspension,13199811000001102,Oral suspension,Continuous,,,,0.001,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 5mg/5ml,0.12,g,1.0,ml,0.008333333333333333
1127,0204000R0AACJCJ,Propranolol 10mg/5ml oral solution,13160811000001109,Oral solution,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 10mg/5ml,0.12,g,1.0,ml,0.016666666666666666
1128,0204000R0AACJCJ,Propranolol 10mg/5ml oral suspension,13160911000001104,Oral suspension,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 10mg/5ml,0.12,g,1.0,ml,0.016666666666666666
1129,0204000R0AACLCL,Propranolol 40mg/5ml oral solution,8672711000001106,Oral solution,Continuous,,,,0.008,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 40mg/5ml,0.12,g,1.0,ml,0.06666666666666667
1130,0204000R0AACLCL,Propranolol 40mg/5ml oral suspension,8672811000001103,Oral suspension,Continuous,,,,0.008,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 40mg/5ml,0.12,g,1.0,ml,0.06666666666666667
1131,0204000R0AACNCN,Propranolol 80mg/5ml oral solution,8672911000001108,Oral solution,Continuous,,,,0.016,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 80mg/5ml,0.12,g,1.0,ml,0.13333333333333333
1132,0204000R0AACNCN,Propranolol 80mg/5ml oral suspension,8673011000001100,Oral suspension,Continuous,,,,0.016,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 80mg/5ml,0.12,g,1.0,ml,0.13333333333333333
1133,0204000R0AACWCW,Propranolol 5mg/5ml oral solution sugar free,135912000,Oral solution,Discrete,5.0,ml,spoonful,0.001,g,1.0,ml,1.0,ml,Propranolol HCl_Oral Soln 5mg/5ml S/F,0.12,g,1.0,ml,0.008333333333333333
1134,0204000R0AACXCX,Propranolol 10mg/5ml oral solution sugar free,135913005,Oral solution,Discrete,5.0,ml,spoonful,0.002,g,1.0,ml,1.0,ml,Propranolol HCl_Oral Soln 10mg/5ml S/F,0.12,g,1.0,ml,0.016666666666666666
1135,0204000R0AACYCY,Propranolol 50mg/5ml oral solution sugar free,135914004,Oral solution,Discrete,5.0,ml,spoonful,0.01,g,1.0,ml,1.0,ml,Propranolol HCl_Oral Soln 50mg/5ml S/F,0.12,g,1.0,ml,0.08333333333333334
1136,0204000R0AADBDB,Propranolol 40mg/5ml oral solution sugar free,15356211000001102,Oral solution,Discrete,5.0,ml,spoonful,0.008,g,1.0,ml,1.0,ml,Propranolol HCl_Oral Soln 40mg/5ml S/F,0.12,g,1.0,ml,0.06666666666666667
1137,0204000R0AADDDD,Propranolol 6mg/5ml oral solution,13199911000001107,Oral solution,Continuous,,,,0.0012,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 6mg/5ml,0.12,g,1.0,ml,0.01
1138,0204000R0AADDDD,Propranolol 6mg/5ml oral suspension,13200011000001100,Oral suspension,Continuous,,,,0.0012,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 6mg/5ml,0.12,g,1.0,ml,0.01
1139,0204000R0AADHDH,Propranolol 4mg/5ml oral solution,13174011000001102,Oral solution,Continuous,,,,0.0008,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 4mg/5ml,0.12,g,1.0,ml,0.006666666666666667
1140,0204000R0AADHDH,Propranolol 4mg/5ml oral suspension,13173911000001100,Oral suspension,Continuous,,,,0.0008,g,1.0,ml,1.0,ml,Propranolol HCl_Liq Spec 4mg/5ml,0.12,g,1.0,ml,0.006666666666666667
1141,0204000R0BDACAB,Bedranol SR 160mg capsules,318406005,Modified-release capsule,Discrete,1.0,capsule,capsule,0.16,g,,nan,1.0,unit,Bedranol S.R._Cap 160mg (Sandoz),0.12,g,1.0,unit,1.3333333333333335
1142,0204000R0BDADAA,Bedranol SR 80mg capsules,318407001,Modified-release capsule,Discrete,1.0,capsule,capsule,0.08,g,,nan,1.0,unit,Bedranol S.R._Cap 80mg (Sandoz),0.12,g,1.0,unit,0.6666666666666667
1143,0204000R0BDAEAB,Bedranol SR 160mg capsules,318406005,Modified-release capsule,Discrete,1.0,capsule,capsule,0.16,g,,nan,1.0,unit,Bedranol S.R._Cap 160mg (Almus),0.12,g,1.0,unit,1.3333333333333335
1144,0204000R0BDAFAA,Bedranol SR 80mg capsules,318407001,Modified-release capsule,Discrete,1.0,capsule,capsule,0.08,g,,nan,1.0,unit,Bedranol S.R._Cap 80mg (Almus),0.12,g,1.0,unit,0.6666666666666667
1145,0204000R0BGAAAH,Inderal 10mg tablets,318352004,Tablet,Discrete,1.0,tablet,tablet,0.01,g,,nan,1.0,unit,Inderal_Tab 10mg,0.12,g,1.0,unit,0.08333333333333334
1146,0204000R0BGABAJ,Inderal 40mg tablets,318353009,Tablet,Discrete,1.0,tablet,tablet,0.04,g,,nan,1.0,unit,Inderal_Tab 40mg,0.12,g,1.0,unit,0.33333333333333337
1147,0204000R0BGACAK,Inderal 80mg tablets,318354003,Tablet,Discrete,1.0,tablet,tablet,0.08,g,,nan,1.0,unit,Inderal_Tab 80mg,0.12,g,1.0,unit,0.6666666666666667
1148,0204000R0BGAEAC,Inderal 1mg/1ml solution for injection ampoules,318368005,Solution for injection,Discrete,1.0,ml,ampoule,0.001,g,1.0,ml,1.0,unit,Inderal_Inj 1mg/ml 1ml Amp,0.12,g,1.0,unit,0.008333333333333333
1149,0204000R0BGAFAA,Half Inderal LA 80mg capsules,318407001,Modified-release capsule,Discrete,1.0,capsule,capsule,0.08,g,,nan,1.0,unit,Half-Inderal LA_Cap 80mg,0.12,g,1.0,unit,0.6666666666666667
1150,0204000R0BGAGAB,Inderal LA 160mg capsules,318406005,Modified-release capsule,Discrete,1.0,capsule,capsule,0.16,g,,nan,1.0,unit,Inderal LA_Cap 160mg,0.12,g,1.0,unit,1.3333333333333335
1151,0204000R0BNAAAB,Beta-Prograne 160mg modified-release capsules,318406005,Modified-release capsule,Discrete,1.0,capsule,capsule,0.16,g,,nan,1.0,unit,Beta-Prograne MR_Cap 160mg,0.12,g,1.0,unit,1.3333333333333335
1152,0204000R0BNABAA,Half Beta-Prograne 80mg modified-release capsules,318407001,Modified-release capsule,Discrete,1.0,capsule,capsule,0.08,g,,nan,1.0,unit,Half Beta-Prograne MR_Cap 80mg,0.12,g,1.0,unit,0.6666666666666667
1153,0204000R0BNACAB,Beta-Prograne 160mg modified-release capsules,318406005,Modified-release capsule,Discrete,1.0,capsule,capsule,0.16,g,,nan,1.0,unit,Beta-Prograne MR_Cap 160mg (Teva),0.12,g,1.0,unit,1.3333333333333335
1154,0204000R0BNADAA,Half Beta-Prograne 80mg modified-release capsules,318407001,Modified-release capsule,Discrete,1.0,capsule,capsule,0.08,g,,nan,1.0,unit,Half Beta-Prograne MR_Cap 80mg (Teva),0.12,g,1.0,unit,0.6666666666666667
1155,0204000R0BNAEAA,Half Beta-Prograne 80mg modified-release capsules,318407001,Modified-release capsule,Discrete,1.0,capsule,capsule,0.08,g,,nan,1.0,unit,Half Beta-Prograne MR_Cap 80mg (Actavis),0.12,g,1.0,unit,0.6666666666666667
1156,0204000R0BNAFAB,Beta-Prograne 160mg modified-release capsules,318406005,Modified-release capsule,Discrete,1.0,capsule,capsule,0.16,g,,nan,1.0,unit,Beta-Prograne MR_Cap 160mg (Actavis),0.12,g,1.0,unit,1.3333333333333335
1157,0204000R0BVAACW,Syprol 5mg/5ml oral solution,135912000,Oral solution,Discrete,5.0,ml,spoonful,0.001,g,1.0,ml,1.0,ml,Syprol_Oral Soln 5mg/5ml S/F,0.12,g,1.0,ml,0.008333333333333333
1158,0204000R0BVABCX,Syprol 10mg/5ml oral solution,135913005,Oral solution,Discrete,5.0,ml,spoonful,0.002,g,1.0,ml,1.0,ml,Syprol_Oral Soln 10mg/5ml S/F,0.12,g,1.0,ml,0.016666666666666666
